architecture,uncertainty_level,selection_rule,threshold,coverage,risk_regret,conditional_ece
A11,all,confidence_and_non_abort,0.7,0.225,0.14886752038136977,0.2556053690829691
A11,all,confidence_and_non_abort,0.7499999999999999,0.09,0.152249094269595,0.222700689784682
A11,all,confidence_and_non_abort,0.7999999999999999,0.009,0.1837968160557577,0.18933345077552707
A11,all,confidence_and_non_abort,0.85,0.0,,
A11,all,confidence_and_non_abort,0.8999999999999999,0.0,,
A11,all,confidence_and_non_abort,0.95,0.0,,
A2,all,non_abort_only,0.0,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.0,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.049999999999999996,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.09999999999999999,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.15,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.19999999999999998,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.24999999999999997,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.3,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.35,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.39999999999999997,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.44999999999999996,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.49999999999999994,0.74,0.18470062627064782,0.3731808823122527
A2,all,confidence_and_non_abort,0.5499999999999999,0.738,0.18445885287169556,0.37283308480610167
A2,all,confidence_and_non_abort,0.6,0.635,0.17070527763115217,0.3527088504092308
A2,all,confidence_and_non_abort,0.6499999999999999,0.434,0.13638634788398898,0.2944589100925688
A2,all,confidence_and_non_abort,0.7,0.264,0.11875033366276748,0.25204928105068175
A2,all,confidence_and_non_abort,0.7499999999999999,0.106,0.10118648101662564,0.2174745283919372
A2,all,confidence_and_non_abort,0.7999999999999999,0.029,0.06374674548438529,0.18289483947812968
A2,all,confidence_and_non_abort,0.85,0.0,,
A2,all,confidence_and_non_abort,0.8999999999999999,0.0,,
A2,all,confidence_and_non_abort,0.95,0.0,,
A3,all,non_abort_only,0.0,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.0,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.049999999999999996,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.09999999999999999,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.15,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.19999999999999998,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.24999999999999997,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.3,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.35,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.39999999999999997,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.44999999999999996,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.49999999999999994,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.5499999999999999,0.747,0.1839163301712723,0.3738151642430025
A3,all,confidence_and_non_abort,0.6,0.656,0.17245522928252272,0.35686510938348726
A3,all,confidence_and_non_abort,0.6499999999999999,0.43,0.13572637732268877,0.2922370261124047
A3,all,confidence_and_non_abort,0.7,0.257,0.11948722275417195,0.25283174322472646
A3,all,confidence_and_non_abort,0.7499999999999999,0.106,0.10399855263139612,0.21808788408725813
A3,all,confidence_and_non_abort,0.7999999999999999,0.027,0.07084020530547791,0.18376449252600044
A3,all,confidence_and_non_abort,0.85,0.0,,
A3,all,confidence_and_non_abort,0.8999999999999999,0.0,,
A3,all,confidence_and_non_abort,0.95,0.0,,
A4,all,non_abort_only,0.0,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.0,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.049999999999999996,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.09999999999999999,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.15,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.19999999999999998,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.24999999999999997,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.3,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.35,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.39999999999999997,0.745,0.18487193042862032,0.3705972713396726
A4,all,confidence_and_non_abort,0.44999999999999996,0.745,0.18487193042862032,0.3705972713396726
