architecture,uncertainty_level,selection_rule,threshold,coverage,risk_regret,conditional_ece
Reflexion,all,confidence_and_non_abort,0.049999999999999996,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.09999999999999999,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.15,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.19999999999999998,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.24999999999999997,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.3,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.35,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.39999999999999997,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.44999999999999996,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.49999999999999994,0.715,0.17875529880830077,0.358403872904369
Reflexion,all,confidence_and_non_abort,0.5499999999999999,0.712,0.17839291258696735,0.3576833026968806
Reflexion,all,confidence_and_non_abort,0.6,0.606,0.16412010145811137,0.33454898503817243
Reflexion,all,confidence_and_non_abort,0.6499999999999999,0.408,0.13967259802753215,0.2861777515139117
Reflexion,all,confidence_and_non_abort,0.7,0.24,0.13779124182389788,0.2526364606038948
Reflexion,all,confidence_and_non_abort,0.7499999999999999,0.098,0.12450895015524038,0.21938520663804878
Reflexion,all,confidence_and_non_abort,0.7999999999999999,0.018,0.0918754348148964,0.18703335423524284
Reflexion,all,confidence_and_non_abort,0.85,0.0,,
Reflexion,all,confidence_and_non_abort,0.8999999999999999,0.0,,
Reflexion,all,confidence_and_non_abort,0.95,0.0,,
Sequential,all,non_abort_only,0.0,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.0,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.049999999999999996,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.09999999999999999,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.15,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.19999999999999998,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.24999999999999997,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.3,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.35,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.39999999999999997,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.44999999999999996,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.49999999999999994,0.745,0.18396611612204788,0.3592183755700047
Sequential,all,confidence_and_non_abort,0.5499999999999999,0.738,0.1829514091010618,0.35758989133817753
Sequential,all,confidence_and_non_abort,0.6,0.619,0.16916985237861926,0.33273258170402653
Sequential,all,confidence_and_non_abort,0.6499999999999999,0.402,0.15078162045624932,0.2853830439590953
Sequential,all,confidence_and_non_abort,0.7,0.234,0.1539429169640235,0.2546248765270499
Sequential,all,confidence_and_non_abort,0.7499999999999999,0.097,0.15281982645447853,0.2240165721889585
Sequential,all,confidence_and_non_abort,0.7999999999999999,0.011,0.1446939942228077,0.1902739836457845
Sequential,all,confidence_and_non_abort,0.85,0.0,,
Sequential,all,confidence_and_non_abort,0.8999999999999999,0.0,,
Sequential,all,confidence_and_non_abort,0.95,0.0,,
A1,high,non_abort_only,0.0,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.0,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.15,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.3,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.35,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.19295231966519413,0.39448061957483826
A1,high,confidence_and_non_abort,0.6,0.7045454545454546,0.18309555805563307,0.3841238516886579
A1,high,confidence_and_non_abort,0.6499999999999999,0.4318181818181818,0.15483983568791285,0.32563001058650676
A1,high,confidence_and_non_abort,0.7,0.20454545454545456,0.11081029802463423,0.24878919096119667
A1,high,confidence_and_non_abort,0.7499999999999999,0.09090909090909091,0.07710394424741256,0.2119242614752465
A1,high,confidence_and_non_abort,0.7999999999999999,0.045454545454545456,0.07443499114060492,0.18950973488024447
A1,high,confidence_and_non_abort,0.85,0.0,,
A1,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A1,high,confidence_and_non_abort,0.95,0.0,,
A10,high,non_abort_only,0.0,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.0,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.049999999999999996,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.09999999999999999,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.15,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.19999999999999998,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.24999999999999997,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.3,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.35,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.39999999999999997,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.44999999999999996,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.49999999999999994,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.5499999999999999,0.7954545454545454,0.19088224693272798,0.3795186535891857
A10,high,confidence_and_non_abort,0.6,0.5909090909090909,0.16224794708092433,0.3384885245280603
A10,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.15042141535282422,0.29972137296441836
A10,high,confidence_and_non_abort,0.7,0.22727272727272727,0.1562492454051387,0.2734368695615689
A10,high,confidence_and_non_abort,0.7499999999999999,0.022727272727272728,0.06636826724697704,0.1936816861590578
A10,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.06636826724697704,0.1936816861590578
A10,high,confidence_and_non_abort,0.85,0.0,,
A10,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A10,high,confidence_and_non_abort,0.95,0.0,,
A11,high,non_abort_only,0.0,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.0,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.049999999999999996,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.09999999999999999,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.15,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.19999999999999998,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.24999999999999997,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.3,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.35,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.39999999999999997,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.44999999999999996,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.49999999999999994,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.5499999999999999,0.6136363636363636,0.1684907184479371,0.3406861616317548
A11,high,confidence_and_non_abort,0.6,0.5681818181818182,0.1633905951700881,0.33241383210985276
A11,high,confidence_and_non_abort,0.6499999999999999,0.4318181818181818,0.15427488990570562,0.30478531746521303
A11,high,confidence_and_non_abort,0.7,0.18181818181818182,0.14438239140901937,0.2649819090059268
A11,high,confidence_and_non_abort,0.7499999999999999,0.045454545454545456,0.13873936606404272,0.23425941773796072
A11,high,confidence_and_non_abort,0.7999999999999999,0.0,,
A11,high,confidence_and_non_abort,0.85,0.0,,
A11,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A11,high,confidence_and_non_abort,0.95,0.0,,
A2,high,non_abort_only,0.0,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.0,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.15,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.3,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.35,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.18278640641428384,0.3804044590582128
A2,high,confidence_and_non_abort,0.6,0.6590909090909091,0.16550160161127384,0.35515912926584553
A2,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.11812064809066723,0.28607887728699416
A2,high,confidence_and_non_abort,0.7,0.25,0.10447013290740945,0.26100204977610403
A2,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.07499205871280219,0.20789215165134559
A2,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.07808892649856224,0.17048889649354235
A2,high,confidence_and_non_abort,0.85,0.0,,
A2,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A2,high,confidence_and_non_abort,0.95,0.0,,
A3,high,non_abort_only,0.0,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.0,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.15,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.3,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.35,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.18657610249701506,0.3846652050581662
A3,high,confidence_and_non_abort,0.6,0.7045454545454546,0.1767570737538661,0.3731875764637508
A3,high,confidence_and_non_abort,0.6499999999999999,0.36363636363636365,0.1326705926608911,0.29816057777794763
A3,high,confidence_and_non_abort,0.7,0.18181818181818182,0.11591964262994206,0.25294195589053725
A3,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.10194384688127874,0.2122613325706829
A3,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.062344241851739646,0.17559110150596466
A3,high,confidence_and_non_abort,0.85,0.0,,
A3,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A3,high,confidence_and_non_abort,0.95,0.0,,
A4,high,non_abort_only,0.0,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.0,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.049999999999999996,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.09999999999999999,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.15,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.19999999999999998,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.24999999999999997,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.3,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.35,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.39999999999999997,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.44999999999999996,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.49999999999999994,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.5499999999999999,0.7954545454545454,0.19932211826492852,0.3910285096001893
A4,high,confidence_and_non_abort,0.6,0.6136363636363636,0.16844684551692654,0.3521235546229031
A4,high,confidence_and_non_abort,0.6499999999999999,0.36363636363636365,0.12684128473912873,0.2853250224360685
A4,high,confidence_and_non_abort,0.7,0.20454545454545456,0.10320862510391939,0.25435415809005213
A4,high,confidence_and_non_abort,0.7499999999999999,0.09090909090909091,0.08039306197476083,0.22590648583321113
A4,high,confidence_and_non_abort,0.7999999999999999,0.0,,
A4,high,confidence_and_non_abort,0.85,0.0,,
A4,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A4,high,confidence_and_non_abort,0.95,0.0,,
A5,high,non_abort_only,0.0,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.0,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.15,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.3,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.35,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.18014554055349463,0.36783560460833703
A5,high,confidence_and_non_abort,0.6,0.5909090909090909,0.15355491841081226,0.3297236440051498
A5,high,confidence_and_non_abort,0.6499999999999999,0.38636363636363635,0.13155255995003845,0.27852619098556247
A5,high,confidence_and_non_abort,0.7,0.25,0.1275414893099819,0.2607325983121575
A5,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.07672610995808486,0.2291573879467725
A5,high,confidence_and_non_abort,0.7999999999999999,0.0,,
A5,high,confidence_and_non_abort,0.85,0.0,,
A5,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A5,high,confidence_and_non_abort,0.95,0.0,,
A6,high,non_abort_only,0.0,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.0,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.049999999999999996,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.09999999999999999,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.15,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.19999999999999998,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.24999999999999997,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.3,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.35,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.39999999999999997,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.44999999999999996,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.49999999999999994,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.5499999999999999,0.8181818181818182,0.1852962605880684,0.37936488073042973
A6,high,confidence_and_non_abort,0.6,0.6818181818181818,0.17106552477043688,0.36013646559313967
A6,high,confidence_and_non_abort,0.6499999999999999,0.36363636363636365,0.1334801332287756,0.2889774001234917
A6,high,confidence_and_non_abort,0.7,0.1590909090909091,0.12581922198568327,0.24365264867887135
A6,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.06675408419962746,0.20736999898111297
A6,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.04685283022333354,0.17682914868356986
A6,high,confidence_and_non_abort,0.85,0.0,,
A6,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A6,high,confidence_and_non_abort,0.95,0.0,,
A7,high,non_abort_only,0.0,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.0,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.049999999999999996,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.09999999999999999,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.15,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.19999999999999998,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.24999999999999997,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.3,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.35,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.39999999999999997,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.44999999999999996,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.49999999999999994,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.5499999999999999,0.7045454545454546,0.18491532992074852,0.3723438279080238
A7,high,confidence_and_non_abort,0.6,0.6818181818181818,0.18171795928998255,0.3663503038350238
A7,high,confidence_and_non_abort,0.6499999999999999,0.38636363636363635,0.14203905214842266,0.2995385037895706
A7,high,confidence_and_non_abort,0.7,0.1590909090909091,0.14614567657108773,0.25197232191580243
A7,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.11856199626897095,0.2210785288618319
A7,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.06786765186935828,0.18299023263022662
A7,high,confidence_and_non_abort,0.85,0.0,,
A7,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A7,high,confidence_and_non_abort,0.95,0.0,,
A8,high,non_abort_only,0.0,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.0,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.049999999999999996,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.09999999999999999,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.15,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.19999999999999998,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.24999999999999997,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.3,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.35,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.39999999999999997,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.44999999999999996,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.49999999999999994,0.75,0.18887225516906733,0.36480481986801616
A8,high,confidence_and_non_abort,0.5499999999999999,0.7272727272727273,0.18677179696116733,0.3621005029767602
A8,high,confidence_and_non_abort,0.6,0.5681818181818182,0.16454705086347438,0.3279190365382364
A8,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.1498285774052831,0.29432423611161496
A8,high,confidence_and_non_abort,0.7,0.20454545454545456,0.12014859924563999,0.25798030807772115
A8,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.11035703778473872,0.21900722449272117
A8,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.06626214613667683,0.18923263897670478
A8,high,confidence_and_non_abort,0.85,0.0,,
A8,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A8,high,confidence_and_non_abort,0.95,0.0,,
A9,high,non_abort_only,0.0,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.0,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.049999999999999996,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.09999999999999999,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.15,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.19999999999999998,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.24999999999999997,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.3,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.35,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.39999999999999997,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.44999999999999996,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.49999999999999994,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.5499999999999999,0.6818181818181818,0.16347100957591382,0.34816909383182104
A9,high,confidence_and_non_abort,0.6,0.5909090909090909,0.14674928346277866,0.319778880004291
A9,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.1309439739517279,0.29365192678855623
A9,high,confidence_and_non_abort,0.7,0.20454545454545456,0.1339485787397251,0.2584315401120896
A9,high,confidence_and_non_abort,0.7499999999999999,0.09090909090909091,0.10272050215748316,0.22785133227637244
A9,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.0890834210085065,0.18405534027178233
A9,high,confidence_and_non_abort,0.85,0.0,,
A9,high,confidence_and_non_abort,0.8999999999999999,0.0,,
A9,high,confidence_and_non_abort,0.95,0.0,,
Debate,high,non_abort_only,0.0,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.0,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.049999999999999996,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.09999999999999999,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.15,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.19999999999999998,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.24999999999999997,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.3,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.35,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.39999999999999997,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.44999999999999996,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.49999999999999994,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.5499999999999999,0.7272727272727273,0.17897624965706954,0.37623213143072926
Debate,high,confidence_and_non_abort,0.6,0.6590909090909091,0.17367817665615426,0.3675930737805434
Debate,high,confidence_and_non_abort,0.6499999999999999,0.36363636363636365,0.14617537428526517,0.31997308800218344
Debate,high,confidence_and_non_abort,0.7,0.13636363636363635,0.098805617118131,0.2508501663878174
Debate,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.08321127601881002,0.22578483959624504
Debate,high,confidence_and_non_abort,0.7999999999999999,0.0,,
Debate,high,confidence_and_non_abort,0.85,0.0,,
Debate,high,confidence_and_non_abort,0.8999999999999999,0.0,,
Debate,high,confidence_and_non_abort,0.95,0.0,,
Monolithic,high,non_abort_only,0.0,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.0,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.049999999999999996,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.09999999999999999,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.15,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.19999999999999998,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.24999999999999997,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.3,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.35,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.39999999999999997,0.6363636363636364,0.19219933176823864,0.3391358373152763
